Author,Title,Poetry Foundation ID,Content,Length,Topics
Joseph Brodsky,Transatlantic,57945,"The last twenty years were good for practically everybody
save the dead. But maybe for them as well.
Maybe the Almighty Himself has turned a bit bourgeois
and uses a credit card. For otherwise time's passage
makes no sense. Hence memories, recollections,
values, deportment. One hopes one hasn't
spent one's mother or father or both, or a handful of friends entirely
as they cease to hound one's dreams. One's dreams,
unlike the city, become less populous
the older one gets. That's why the eternal rest
cancels analysis. The last twenty years were good
for practically everybody and constituted
the afterlife for the dead. Its quality could be questioned
but not its duration. The dead, one assumes, would not
mind attaining a homeless status, and sleep in archways
or watch pregnant submarines returning
to their native pen after a worldwide journey
without destroying life on earth, without
even a proper flag to hoist.

1992",158,"credit card, worldwide journey, proper flag, pregnant submarines, native pen, homeless status, eternal rest, values, friends, dreams, destroying, dead"
Joseph Brodsky,Constancy,57944,"Constancy is an evolution of one's living quarters into
a thought: a continuation of a parallelogram or a rectangle
by means-as Clausewitz would have put it-
of the voice and, ultimately, the gray matter.
Ah, shrunken to the size of a brain-cell parlor
with a lampshade, an armoire in the ""Slavic
Glory"" fashion, four studded chairs, a sofa,
a bed, a bedside table with
little medicine bottles left there standing like
a kremlin or, better yet, manhattan.
To die, to abandon a family, to go away for good,
to change hemispheres, to let new ovals
be painted into the square-the more
volubly will the gray cell insist
on its actual measurements, demanding
daily sacrifice from the new locale,
from the furniture, from the silhouette in a yellow
dress; in the end-from your very self.
A spider revels in shading especially the fifth corner.
Evolution is not a species'
adjustment to a new environment but one's memories'
triumph over reality, the ichthyosaurus pining
for the amoeba, the slack vertebrae of a train
thundering in the darkness, past
the mussel shells, tightly shut for the night, with their
spineless, soggy, pearl-shrouding contents",194,"gray matter, spider revels, slack vertebrae, pearl-shrouding contents, mussel shells, medicine bottles, means-as clausewitz, living quarters, gray cell, daily sacrifice, brain-cell parlor, bedside table, actual measurements, demanding, darkness"
Joseph Brodsky,1 January 1965,56736,"The Wise Men will unlearn your name.
Above your head no star will flame.
One weary sound will be the same-
the hoarse roar of the gale.
The shadows fall from your tired eyes
as your lone bedside candle dies,
for here the calendar breeds nights
till stores of candles fail.

What prompts this melancholy key?
A long familiar melody.
It sounds again. So let it be.
Let it sound from this night.
Let it sound in my hour of  death-
as gratefulness of eyes and lips
for that which sometimes makes us lift
our gaze to the far sky.

You glare in silence at the wall.
Your stocking gapes: no gifts at all.
It's clear that you are now too old
to trust in good Saint Nick;
that it's too late for miracles.
-But suddenly, lifting your eyes
to heaven's light, you realize:
your life is a sheer gift",153,"wise men, tired eyes, sheer gift, melancholy key, weary sound, lone bedside, hoarse roar, bedside candle, gratefulness"
Langston Hughes,Remember,52006,"Remember
The days of bondage-
And remembering-
Do not stand still.
Go to the highest hill
And look down upon the town
Where you are yet a slave.
Look down upon any town in Carolina
Or any town in Maine, for that matter,
Or Africa, your homeland-
And you will see what I mean for you to see-
The white hand:
The thieving hand.
The white face:
The lying face.
The white power:
The unscrupulous power
That makes of you
The hungry wretched thing you are today",87,"lying face, white hand, thieving hand, white power, white face, unscrupulous power, highest hill, matter, wretched, town"
Langston Hughes,April Rain Song,51625,"Let the rain kiss you.
Let the rain beat upon your head with silver liquid drops.
Let the rain sing you a lullaby.

The rain makes still pools on the sidewalk.
The rain makes running pools in the gutter.
The rain plays a little sleep-song on our roof at night-

And I love the rain",55,"rain kiss, rain sing, liquid drops, sleep-song, silver, sidewalk, running, roof, pools, night, lullaby, head, gutter"
Langston Hughes,The Weary Blues,47347,"Droning a drowsy syncopated tune,
Rocking back and forth to a mellow croon,
I heard a Negro play.
Down on Lenox Avenue the other night
By the pale dull pallor of an old gas light
He did a lazy sway. . . .
He did a lazy sway. . . .
To the tune o' those Weary Blues.
With his ebony hands on each ivory key
He made that poor piano moan with melody.
O Blues!
Swaying to and fro on his rickety stool
He played that sad raggy tune like a musical fool.
Sweet Blues!
Coming from a black man's soul.
O Blues!
In a deep song voice with a melancholy tone
I heard that Negro sing, that old piano moan-
""Ain't got nobody in all this world,
Ain't got nobody but ma self.
I's gwine to quit ma frownin'
And put ma troubles on the shelf.""

Thump, thump, thump, went his foot on the floor.
He played a few chords then he sang some more-
""I got the Weary Blues
And I can't be satisfied.
Got the Weary Blues
And can't be satisfied-
I ain't happy no mo'
And I wish that I had died.""
And far into the night he crooned that tune.
The stars went out and so did the moon.
The singer stopped playing and went to bed
While the Weary Blues echoed through his head.
He slept like a rock or a man that's dead",247,"poor piano, sweet blues, musical fool, melancholy tone, dull pallor, lazy sway, negro play, weary blues, piano moan, piano moan, rickety stool"
Langston Hughes,Morning After,47878,"I was so sick last night I
Didn't hardly know my mind.
So sick last night I
Didn't know my mind.
I drunk some bad licker that
Almost made me blind.

Had a dream last night I
Thought I was in hell.
I drempt last night I
Thought I was in hell.
Woke up and looked around me-
Babe, your mouth was open like a well.

I said, Baby! Baby!
Please don't snore so loud.
Baby! Please!
Please don't snore so loud.
You jest a little bit o' woman but you
Sound like a great big crowd",101,"sick, hell, dream, woman, sound, open, night"
Langston Hughes,You and your whole race,52004,"You and your whole race.
Look down upon the town in which you live
And be ashamed.
Look down upon white folks
And upon yourselves
And be ashamed
That such supine poverty exists there,
That such stupid ignorance breeds children there
Behind such humble shelters of despair-
That you yourselves have not the sense to care
Nor the manhood to stand up and say
I dare you to come one step nearer, evil world,
With your hands of greed seeking to touch my throat, I dare you to come one step nearer me:
When you can say that
you will be free",102,"stupid ignorance, evil world, supine poverty, poverty exists, ignorance breeds, white folks, step nearer, humble shelters, greed"
Langston Hughes,Brass Spittoons,47879,"Clean the spittoons, boy.
Detroit,
Chicago,
Atlantic City,
Palm Beach.
Clean the spittoons.
The steam in hotel kitchens,
And the smoke in hotel lobbies,
And the slime in hotel spittoons:
Part of my life.
Hey, boy!
A nickel,
A dime,
A dollar,
Two dollars a day.
Hey, boy!
A nickel,
A dime,
A dollar,
Two dollars
Buy shoes for the baby.
House rent to pay.
Gin on Saturday,
Church on Sunday.
My God!
Babies and gin and church
And women and Sunday
All mixed with dimes and
Dollars and clean spittoons
And house rent to pay.
Hey, boy!
A bright bowl of brass is beautiful to the Lord.
Bright polished brass like the cymbals
Of King David's dancers,
Like the wine cups of Solomon.
Hey, boy!
A clean spittoon on the altar of the Lord.
A clean bright spittoon all newly polished-
At least I can offer that.
Com'mere, boy",151,"bright spittoon, bright bowl, clean spittoons, clean spittoon, wine cups, polished brass, palm beach, house rent, hotel spittoons"
Langston Hughes,The Negro Speaks of Rivers,44428,"I've known rivers:
I've known rivers ancient as the world and older than the flow of human blood in human veins.

My soul has grown deep like the rivers.

I bathed in the Euphrates when dawns were young.
I built my hut near the Congo and it lulled me to sleep.
I looked upon the Nile and raised the pyramids above it.
I heard the singing of the Mississippi when Abe Lincoln went down to New Orleans, and I've seen its muddy bosom turn all golden in the sunset.

I've known rivers:
Ancient, dusky rivers.

My soul has grown deep like the rivers",107,"muddy bosom, human veins, human blood, dusky rivers, world, sunset, soul, singing, pyramids, orleans, older"
Langston Hughes,God,55313,"I am God-
Without one friend,
Alone in my purity
World without end.

Below me young lovers
Tread the sweet ground-
But I am God-
I cannot come down.

Spring!
Life is love!
Love is life only!
Better to be human
Than God-and lonely.


Originally appeared in the
October
1931
issue of Poetry magazine",55,"poetry magazine, sweet, lovers, lonely, god, friend, world, purity, originally, october, life, issue"
Langston Hughes,"I, Too",47558,"I, too, sing America.

I am the darker brother.
They send me to eat in the kitchen
When company comes,
But I laugh,
And eat well,
And grow strong.

Tomorrow,
I'll be at the table
When company comes.
Nobody'll dare
Say to me,
""Eat in the kitchen,""
Then.

Besides,
They'll see how beautiful I am
And be ashamed-

I, too, am America",67,"darker brother, strong, laugh, beautiful, ashamed, tomorrow, table, sing, kitchen, company"
Langston Hughes,Harlem Sweeties,47874,"Have you dug the spill
Of Sugar Hill?
Cast your gims
On this sepia thrill:
Brown sugar lassie,
Caramel treat,
Honey-gold baby
Sweet enough to eat.
Peach-skinned girlie,
Coffee and cream,
Chocolate darling
Out of a dream.
Walnut tinted
Or cocoa brown,
Pomegranate-lipped
Pride of the town.
Rich cream-colored
To plum-tinted black,
Feminine sweetness
In Harlem's no lack.
Glow of the quince
To blush of the rose.
Persimmon bronze
To cinnamon toes.
Blackberry cordial,
Virginia Dare wine-
All those sweet colors
Flavor Harlem of mine!
Walnut or cocoa,
Let me repeat:
Caramel, brown sugar,
A chocolate treat.
Molasses taffy,
Coffee and cream,
Licorice, clove, cinnamon
To a honey-brown dream.
Ginger, wine-gold,
Persimmon, blackberry,
All through the spectrum
Harlem girls vary-
So if you want to know beauty's
Rainbow-sweet thrill,
Stroll down luscious,
Delicious,fine Sugar Hill",137,"feminine sweetness, sweet colors, chocolate treat, caramel treat, sepia thrill, rainbow-sweet thrill, honey-brown dream, fine sugar, sugar lassie, sugar hill, persimmon bronze, peach-skinned girlie"
Langston Hughes,50-50,47877,"I'm all alone in this world, she said,
Ain't got nobody to share my bed,
Ain't got nobody to hold my hand-
The truth of the matter's
I ain't got no man.

Big Boy opened his mouth and said,
Trouble with you is
You ain't got no head!
If you had a head and used your mind
You could have me with you
All the time.

She answered, Babe, what must I do?

He said, Share your bed-
And your money, too",87,"truth, trouble, share, matter, hand, world, time, mouth"
Langston Hughes,Madam's Past History,47876,"My name is Johnson-
Madam Alberta K.
The Madam stands for business.
I'm smart that way.

I had a
HAIR-DRESSING PARLOR
Before
The depression put
The prices lower.

Then I had a
BARBECUE STAND
Till I got mixed up
With a no-good man.

Cause I had a insurance
The WPA
Said, We can't use you
Wealthy that way.

I said,
DON'T WORRY 'BOUT ME!
Just like the song,
You WPA folks take care of yourself-
And I'll get along.

I do cooking,
Day's work, too!
Alberta K. Johnson-
Madam to you",96,"hair-dressing parlor, wealthy, smart, lower, depression, care, yourself, work, prices, no-good, mixed, madam"
Langston Hughes,Let America Be America Again,147907,"Let America be America again.
Let it be the dream it used to be.
Let it be the pioneer on the plain
Seeking a home where he himself is free.

(America never was America to me.)

Let America be the dream the dreamers dreamed-
Let it be that great strong land of love
Where never kings connive nor tyrants scheme
That any man be crushed by one above.

(It never was America to me.)

O, let my land be a land where Liberty
Is crowned with no false patriotic wreath,
But opportunity is real, and life is free,
Equality is in the air we breathe.

(There's never been equality for me,
Nor freedom in this ""homeland of the free."")

Say, who are you that mumbles in the dark?
And who are you that draws your veil across the stars",142,"strong land, patriotic wreath, opportunity, freedom, free, dream, veil"
Langston Hughes,Harlem,46548,"What happens to a dream deferred?

Does it dry up
like a raisin in the sun?
Or fester like a sore-
And then run?
Does it stink like rotten meat?
Or crust and sugar over-
like a syrupy sweet?

Maybe it just sags
like a heavy load.

Or does it explode",51,"rotten meat, syrupy sweet, heavy load, sore, dream, sugar, raisin"
Langston Hughes,Mother to Son,47559,"Well, son, I'll tell you:
Life for me ain't been no crystal stair.
It's had tacks in it,
And splinters,
And boards torn up,
And places with no carpet on the floor-
Bare.
But all the time
I'se been a-climbin' on,
And reachin' landin's,
And turnin' corners,
And sometimes goin' in the dark
Where there ain't been no light.
So boy, don't you turn back.
Don't you set down on the steps
'Cause you finds it's kinder hard.
Don't you fall now-
For I'se still goin', honey,
I'se still climbin',
And life for me ain't been no crystal stair",109,"kinder, hard, turnin, time, tacks, steps, stair, splinters, reachin, places, now"
Langston Hughes,I look at the world,52005,"I look at the world
From awakening eyes in a black face-
And this is what I see:
This fenced-off narrow space
Assigned to me.

I look then at the silly walls
Through dark eyes in a dark face-
And this is what I know:
That all these walls oppression builds
Will have to go!

I look at my own body
With eyes no longer blind-
And I see that my own hands can make
The world that's in my mind.
Then let us hurry, comrades,
The road to find",91,"silly walls, narrow space, dark eyes, blind, world, road, mind, longer, hands"
Lewis Carroll,Jabberwocky,42916,"It was brillig, and the slithy toves
Did gyre and gimble in the wabe:
All mimsy were the borogoves,
And the mome raths outgrabe.

""Beware the Jabberwock, my son!
The jaws that bite, the claws that catch!
Beware the Jubjub bird, and shun
The frumious Bandersnatch!""

He took his vorpal sword in hand;
Long time the manxome foe he sought-
So rested he by the Tumtum tree
And stood awhile in thought.

And, as in uffish thought he stood,
The Jabberwock, with eyes of flame,
Came whiffling through the tulgey wood,
And burbled as it came!

One, two! One, two! And through and through
The vorpal blade went snicker-snack!
He left it dead, and with its head
He went galumphing back.

""And hast thou slain the Jabberwock?
Come to my arms, my beamish boy!
O frabjous day! Callooh! Callay!""
He chortled in his joy.

It was brillig, and the slithy toves
Did gyre and gimble in the wabe:
All mimsy were the borogoves,
And the mome raths outgrabe",172,"manxome foe, vorpal sword, tumtum tree, tulgey wood, slithy toves, mome raths, jubjub bird, frumious bandersnatch, frabjous day"
Lord ron (George Gordon),"from
  
  
   Don Juan
  
  : Canto 1, Stanzas 41-42",55814,"41

His classic studies made a little puzzle,
Because of filthy loves of gods and goddesses,
Who in the earlier ages raised a bustle,
But never put on pantaloons or bodices;
His reverend tutors had at times a tussle,
And for their Aeneids, Iliads, and Odysseys,
Were forced to make an odd sort of apology,
For Donna Inez dreaded the mythology.

42",62,"filthy loves, reverend tutors, earlier ages, classic studies, apology, tussle, times, sort, puzzle, pantaloons, odysseys"
Lord ron (George Gordon),The Destruction of Sennacherib,43827,"The Assyrian came down like the wolf on the fold,
And his cohorts were gleaming in purple and gold;
And the sheen of their spears was like stars on the sea,
When the blue wave rolls nightly on deep Galilee.

Like the leaves of the forest when Summer is green,
That host with their banners at sunset were seen:
Like the leaves of the forest when Autumn hath blown,
That host on the morrow lay withered and strown.

For the Angel of Death spread his wings on the blast,
And breathed in the face of the foe as he passed;
And the eyes of the sleepers waxed deadly and chill,
And their hearts but once heaved, and for ever grew still!

And there lay the steed with his nostril all wide,
But through it there rolled not the breath of his pride;
And the foam of his gasping lay white on the turf,
And cold as the spray of the rock-beating surf.

And there lay the rider distorted and pale,
With the dew on his brow, and the rust on his mail:
And the tents were all silent, the banners alone,
The lances unlifted, the trumpet unblown.

And the widows of Ashur are loud in their wail,
And the idols are broke in the temple of Baal;
And the might of the Gentile, unsmote by the sword,
Hath melted like snow in the glance of the Lord",237,"death spread, rock-beating surf, deep galilee, pride, wolf, wings, widows, wide, white, wail, unsmote, unblown"
Lord ron (George Gordon),"January 22nd, Missolonghi",43841,"On this Day I Complete my Thirty-Sixth Year
It is time this heart should be unmoved,
Since others it hath ceased to move:
Yet though I cannot be beloved,
Still let me love!

My days are in the yellow leaf;
The flowers and fruits of Love are gone;
The worm-the canker, and the grief
Are mine alone!

The fire that on my bosom preys
Is lone as some Volcanic Isle;
No torch is kindled at its blaze
A funeral pile.

The hope, the fear, the jealous care,
The exalted portion of the pain
And power of Love I cannot share,
But wear the chain.

But it is not thus-and it is not here
Such thoughts should shake my Soul, nor now,
Where Glory decks the hero's bier,
Or binds his brow.

The Sword, the Banner, and the Field,
Glory and Greece around us see!
The Spartan borne upon his shield
Was not more free.

Awake (not Greece-she is awake!)
Awake, my Spirit! Think through whom
Thy life-blood tracks its parent lake
And then strike home!

Tread those reviving passions down
Unworthy Manhood-unto thee
Indifferent should the smile or frown
Of beauty be.

If thou regret'st thy Youth,why live?
The land of honourable Death
Is here:-up to the Field, and give
Away thy breath!

Seek out-less often sought than found-
A Soldier's Grave, for thee the best;
Then look around, and choose thy Ground,
And take thy rest",243,"funeral pile, honourable death, jealous care, yellow leaf, worm-the canker, volcanic isle, thirty-sixth year, spartan borne, seek out-less, parent lake, life-blood tracks, exalted portion, bosom preys"
Lord ron (George Gordon),Stanzas for Music,43846,"There be none of Beauty's daughters
With a magic like thee;
And like music on the waters
Is thy sweet voice to me:
When, as if its sound were causing
The charmed ocean's pausing,
The waves lie still and gleaming,
And the lulled winds seem dreaming:

And the midnight moon is weaving
Her bright chain over the deep;
Whose breast is gently heaving,
As an infant's asleep:
So the spirit bows before thee,
To listen and adore thee;
With a full but soft emotion,
Like the swell of Summer's ocean",94,"sweet voice, charmed ocean, bright chain, soft emotion, lulled winds, spirit, gently, beauty, weaving, waves, waters, swell, sound, pausing, music"
Lord ron (George Gordon),Love and Death,49266,"1.


I watched thee when the foe was at our side,
Ready to strike at him-or thee and me,
Were safety hopeless-rather than divide
Aught with one loved save love and liberty.


2.


I watched thee on the breakers, when the rock,
Received our prow, and all was storm and fear,
And bade thee cling to me through every shock;
This arm would be thy bark, or breast thy bier.


3.


I watched thee when the fever glazed thine eyes,
Yielding my couch and stretched me on the ground
When overworn with watching, never to rise
From thence if thou an early grave hadst found.


4.


The earthquake came, and rocked the quivering wall,
And men and nature reeled as if with wine.
Whom did I seek around the tottering hall?
For thee. Whose safety first provide for? Thine.


5.


And when convulsive throes denied my breath
The faintest utterance to my fading thought,
To thee-to thee-e'en in the gasp of death
My spirit turned, oh! oftener than it ought.


6.


Thus much and more; and yet thou lov'st me not,
And never wilt! Love dwells not in our will.
Nor can I blame thee, though it be my lot
To strongly, wrongly, vainly love thee still",207,"safety hopeless-rather, early grave, thee-to thee-e'en, faintest utterance, convulsive throes, strongly, spirit, shock, ready"
Lord ron (George Gordon),So We'll Go No More a Roving,43845,"So, we'll go no more a roving
So late into the night,
Though the heart be still as loving,
And the moon be still as bright.

For the sword outwears its sheath,
And the soul wears out the breast,
And the heart must pause to breathe,
And love itself have rest.

Though the night was made for loving,
And the day returns too soon,
Yet we'll go no more a roving
By the light of the moon",79,"loving, bright, sword, soul, sheath, roving, night, light, late, heart, breast"
Lord ron (George Gordon),She Walks in Beauty,43844,"She walks in beauty, like the night
Of cloudless climes and starry skies;
And all that's best of dark and bright
Meet in her aspect and her eyes;
Thus mellowed to that tender light
Which heaven to gaudy day denies.

One shade the more, one ray the less,
Had half impaired the nameless grace
Which waves in every raven tress,
Or softly lightens over her face;
Where thoughts serenely sweet express,
How pure, how dear their dwelling-place.

And on that cheek, and over that brow,
So soft, so calm, yet eloquent,
The smiles that win, the tints that glow,
But tell of days in goodness spent,
A mind at peace with all below,
A heart whose love is innocent",120,"sweet express, goodness spent, tender light, starry skies, cloudless climes, smiles, peace, innocent"
Mark Twain,"Ode to Stephen Dowling Bots, Deced",45419,"And did young Stephen sicken,
And did young Stephen die?
And did the sad hearts thicken,
And did the mourners cry?

No; such was not the fate of
Young Stephen Dowling Bots;
Though sad hearts round him thickened,
It was not from sickness' shots.

No whooping-cough did rack his frame,
Nor measles drear, with spots;
Not these impaired the sacred name
Of Stephen Dowling Bots.

Despised love struck not with woe
That head of curly knots,
Nor stomach troubles laid him low,
Young Stephen Dowling Bots.

O no. Then list with tearful eye,
Whilst I his fate do tell.
His soul did from this cold world fly,
By falling down a well.

They got him out and emptied him;
Alas it was too late;
His spirit was gone for to sport aloft
In the realms of the good and great",140,"stomach troubles, world fly, tearful eye, curly knots, cold world, struck, spirit, sicken, mourners, falling, whooping-cough, whilst, thicken, spots"
Mary Mapes Dodge,Shepherd John,52066,"Oh! Shepherd John is good and kind,
Oh! Shepherd John is brave;
He loves the weakest of his flock,
His arm is quick to save.

But Shepherd John to little John
Says: 'Learn, my laddie, learn!
In grassy nooks still read your books,
And aye for knowledge burn.

Read while you tend the grazing flock:
Had I but loved my book,
Ied not be still in shepherd's frock,
Nor bearing shepherd's crook.

The world is wide, the world is fair,
There's muckle work to do.
I'll rest content a shepherd still,
But grander fields for you!'",100,"grander fields, muckle work, knowledge burn, grazing flock, grassy nooks, weakest, kind, fair, world, wide"
Mary Mapes Dodge,Poor Crow,52068,"Give me something to eat,
Good people, I pray;
I have really not had
One mouthful today!

I am hungry and cold,
And last night I dreamed
A scarecrow had caught me-
Good land, how I screamed!

Of one little children
And six ailing wives
(No, one wife and six children),
Not one of them thrives.

So pity my case,
Dear people, I pray;
I'm honest, and really
I've come a long way",75,"dear people, mouthful today, scarecrow, pray, pity, honest, wives"
Mary Mapes Dodge,Taking Time to Grow,52069,"'Mamma! mamma!' two eaglets cried,
'To let us fly you've never tried.
We want to go outside and play;
We'll promise not to go away.'
The mother wisely shook her head:
'No, no, my dears. Not yet,' she said.

'But, mother dear,' they called again,
'We want to see those things called men,
And all the world so grand and gay,
Papa described the other day.
And - don't you know? - he told you then
About a little tiny wren,
That flew about so brave and bold,
When it was scarcely four weeks old?'

But still the mother shook her head;
'No, no, my dears, not yet,' she said.
'Before you see the world below,
Far bigger you will have to grow.
There's time enough to look for men;
And as for wrens - a wren's a wren.
What if your freedom does come late?
An eaglet can afford to wait.'",154,"mother dear, wisely, play, grand, freedom, dears, brave, bold, wrens, wren, world"
Mary Mapes Dodge,The Mayor of Scuttleton,52063,"The Mayor of Scuttleton burned his nose
Trying to warm his copper toes;
He lost his money and spoiled his will
By signing his name with an icicle-quill;
He went bare-headed, and held his breath,
And frightened his grandame most to death;
He loaded a shovel, and tried to shoot,
And killed the calf in the leg of his boot;
He melted a snow-bird, and formed the habit
Of dancing jigs with a sad Welsh rabbit;
He lived on taffy, and taxed the town;
And read his newspaper upside down;
Then he sighed, and hung his hat on a feather,
And bade the townspeople come together;
But the worst of it all was, nobody knew
What the Mayor of Scuttleton next would do",123,"welsh rabbit, copper toes, worst, death, upside, townspeople, town, taffy, snow-bird"
Maya Angelou,Harlem Hopscotch,58212,"One foot down, then hop! It's hot.
Good things for the ones that's got.
Another jump, now to the left.
Everybody for hisself.

In the air, now both feet down.
Since you black, don't stick around.
Food is gone, the rent is due,
Curse and cry and then jump two.

All the people out of work,
Hold for three, then twist and jerk.
Cross the line, they count you out.
That's what hopping's all about.

Both feet flat, the game is done.
They think I lost. I think I won",95,"jerk, curse, work, twist, things, rent, people, jump, hopping, hold, hisself, game, foot, food, flat"
Maya Angelou,A Plagued Journey,48992,"There is no warning rattle at the door
nor heavy feet to stomp the foyer boards.
Safe in the dark prison, I know that
light slides over
the fingered work of a toothless
woman in Pakistan.
Happy prints of
an invisible time are illumined.
My mouth agape
rejects the solid air and
lungs hold. The invader takes
direction and
seeps through the plaster walls.
It is at my chamber, entering
the keyhole, pushing
through the padding of the door.
I cannot scream. A bone
of fear clogs my throat.
It is upon me. It is
sunrise, with Hope
its arrogant rider.
My mind, formerly quiescent
in its snug encasement, is strained
to look upon their rapturous visages,
to let them enter even into me.
I am forced
outside myself to
mount the light and ride joined with Hope.

Through all the bright hours
I cling to expectation, until
darkness comes to reclaim me
as its own. Hope fades, day is gone
into its irredeemable place
and I am thrown back into the familiar
bonds of disconsolation.
Gloom crawls around
lapping lasciviously
between my toes, at my ankles,
and it sucks the strands of my
hair. It forgives my heady
fling with Hope. I am
joined again into its
greedy arms",211,"happy prints, gloom crawls, dark prison, fear clogs, arrogant rider, bright hours, rapturous visages, greedy arms"
Maya Angelou,"from
  
  On the Pulse of Morning",48990,"A Rock, A River, A Tree
Hosts to species long since departed,
Marked the mastodon,
The dinosaur, who left dried tokens
Of their sojourn here
On our planet floor,
Any broad alarm of their hastening doom
Is lost in the gloom of dust and ages.

But today, the Rock cries out to us, clearly, forcefully,
Come, you may stand upon my
Back and face your distant destiny,
But seek no haven in my shadow,
I will give you no hiding place down here.

You, created only a little lower than
The angels, have crouched too long in
The bruising darkness
Have lain too long
Facedown in ignorance,
Your mouths spilling words
Armed for slaughter.

The Rock cries out to us today,
You may stand upon me,
But do not hide your face.

",132,"hastening doom, broad alarm, bruising darkness, planet floor, dried tokens, lower, ignorance, hiding, gloom, tree, today"
Maya Angelou,California Prodigal,48986,"FOR DAVID P-B
The eye follows, the land
Slips upward, creases down, forms
The gentle buttocks of a young
Giant. In the nestle,
Old adobe bricks, washed of
Whiteness, paled to umber,
Await another century.

Star Jasmine and old vines
Lay claim upon the ghosted land,
Then quiet pools whisper
Private childhood secrets.

Flush on inner cottage walls
Antiquitous faces,
Used to the gelid breath
Of old manors, glare disdainfully
Over breached time.

Around and through these
Cold phantasmatalities,
He walks, insisting
To the languid air,
Activity, music,
A generosity of graces.

His lupin fields spurn old
Deceit and agile poppies dance
In golden riot.   Each day is
Fulminant, exploding brightly
Under the gaze of his exquisite
Sires, frozen in the famed paint
Of dead masters. Audacious
Sunlight casts defiance
At their feet",133,"dead masters, gentle buttocks, sunlight casts, quiet pools, private childhood, lupin fields, languid air, ghosted land, gelid breath, famed paint, cottage walls, cold phantasmatalities, childhood secrets"
Maya Angelou,Caged Bird,48989,"A free bird leaps
on the back of the wind
and floats downstream
till the current ends
and dips his wing
in the orange sun rays
and dares to claim the sky.

But a bird that stalks
down his narrow cage
can seldom see through
his bars of rage
his wings are clipped and
his feet are tied
so he opens his throat to sing.

The caged bird sings
with a fearful trill
of things unknown
but longed for still
and his tune is heard
on the distant hill
for the caged bird
sings of freedom.

The free bird thinks of another breeze
and the trade winds soft through the sighing trees
and the fat worms waiting on a dawn bright lawn
and he names the sky his own

But a caged bird stands on the grave of dreams
his shadow shouts on a nightmare scream
his wings are clipped and his feet are tied
so he opens his throat to sing.

The caged bird sings
with a fearful trill
of things unknown
but longed for still
and his tune is heard
on the distant hill
for the caged bird
sings of freedom",193,"free bird, fearful trill, bright lawn, nightmare scream, sighing trees, narrow cage, distant hill, caged bird, bird thinks, bird stands, bird sings, bird leaps"
Maya Angelou,The Mothering Blackness,48991,"She came home running
back to the mothering blackness
deep in the smothering blackness
white tears icicle gold plains of her face
She came home running

She came down creeping
here to the black arms waiting
now to the warm heart waiting
rime of alien dreams befrosts her rich brown face
She came down creeping

She came home blameless
black yet as Hagar's daughter
tall as was Sheba's daughter
threats of northern winds die on the desert's face
She came home blameless",85,"alien dreams, smothering blackness, white tears, warm heart, northern winds, mothering blackness, gold plains, brown face, black arms, threats, blameless"
Maya Angelou,Kin,48987,"FOR BAILEY
We were entwined in red rings
Of blood and loneliness before
The first snows fell
Before muddy rivers seeded clouds
Above a virgin forest, and
Men ran naked, blue and black
Skinned into the warm embraces
Of Sheba, Eve and Lilith.
I was your sister.

You left me to force strangers
Into brother molds, exacting
Taxations they never
Owed or could ever pay.

You fought to die, thinking
In destruction lies the seed
Of birth. You may be right.

I will remember silent walks in
Southern woods and long talks
In low voices
Shielding meaning from the big ears
Of overcurious adults.

You may be right.
Your slow return from
Regions of terror and bloody
Screams, races my heart.
I hear again the laughter
Of children and see fireflies
Bursting tiny explosions in
An Arkansas twilight",138,"warm embraces, southern woods, slow return, silent walks, overcurious adults, muddy rivers, brother molds, arkansas twilight, terror, screams, loneliness, laughter, destruction"
Pablo Neruda,One Hundred Love Sonnets: XVII,49236,"I don't love you as if you were a rose of salt, topaz,
or arrow of carnations that propagate fire:
I love you as one loves certain obscure things,
secretly, between the shadow and the soul.

I love you as the plant that doesn't bloom but carries
the light of those flowers, hidden, within itself,
and thanks to your love the tight aroma that arose
from the earth lives dimly in my body.

I love you without knowing how, or when, or from where,
I love you directly without problems or pride:
I love you like this because I don't know any other way to love,
except in this form in which I am not nor are you,
so close that your hand upon my chest is mine,
so close that your eyes close with my dreams",140,"tight aroma, obscure things, problems, pride, hand, fire, dreams, topaz"
Pablo Neruda,Finale,49219,"Matilde, years or days
sleeping, feverish,
here or there,
gazing off,
twisting my spine,
bleeding true blood,
perhaps I awaken
or am lost, sleeping:
hospital beds, foreign windows,
white uniforms of the silent walkers,
the clumsiness of feet.

And then, these journeys
and my sea of renewal:
your head on the pillow,
your hands floating
in the light, in my light,
over my earth.

It was beautiful to live
when you lived!

The world is bluer and of the earth
at night, when I sleep
enormous, within your small hands",90,"true blood, white uniforms, small hands, silent walkers, hospital beds, foreign windows, beautiful, years"
